filename,class,attributes,methods
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/NewOrderFormAction.java,NewOrderFormAction,[],"[ActionForward doExecute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/EditAccountAction.java,EditAccountAction,[],"[ActionForward doExecute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/ListOrdersAction.java,ListOrdersAction,[],"[ActionForward doExecute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/UpdateCartQuantitiesAction.java,UpdateCartQuantitiesAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/ViewProductAction.java,ViewProductAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/ViewItemAction.java,ViewItemAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/NewAccountFormAction.java,NewAccountFormAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/OrderActionForm.java,OrderActionForm,[List CARD_TYPE_LIST; Order order; boolean shippingAddressRequired; boolean confirmed; List cardTypeList],"[boolean isConfirmed(); void setConfirmed(boolean confirmed); Order getOrder(); void setOrder(Order order); boolean isShippingAddressRequired(); void setShippingAddressRequired(boolean shippingAddressRequired); List getCreditCardTypes(); void doValidate(ActionMapping mapping, HttpServletRequest request, List errors); void reset(ActionMapping mapping, HttpServletRequest request)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/BaseAction.java,BaseAction,[PetStoreFacade petStore],[void setServlet(ActionServlet actionServlet); PetStoreFacade getPetStore()]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/EditAccountFormAction.java,EditAccountFormAction,[],"[ActionForward doExecute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/ViewOrderAction.java,ViewOrderAction,[],"[ActionForward doExecute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/DoNothingAction.java,DoNothingAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/SearchProductsAction.java,SearchProductsAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/ViewCartAction.java,ViewCartAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/CartActionForm.java,CartActionForm,[Cart cart; String workingItemId],"[Cart getCart(); void setCart(Cart cart); String getWorkingItemId(); void setWorkingItemId(String workingItemId); void reset(ActionMapping mapping, HttpServletRequest request)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/AddItemToCartAction.java,AddItemToCartAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/BaseActionForm.java,BaseActionForm,[],"[ActionErrors validate(ActionMapping mapping, HttpServletRequest request); void doValidate(ActionMapping mapping, HttpServletRequest request, List errors); void addErrorIfStringEmpty(List errors, String message, String value)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/AccountActionForm.java,AccountActionForm,[String VALIDATE_EDIT_ACCOUNT; String VALIDATE_NEW_ACCOUNT; ArrayList LANGUAGE_LIST; String username; String password; String repeatedPassword; List languages; List categories; String validate; String forwardAction; Account account; PagedListHolder myList],"[PagedListHolder getMyList(); void setMyList(PagedListHolder myList); String getForwardAction(); void setForwardAction(String forwardAction); String getUsername(); void setUsername(String username); String getPassword(); void setPassword(String password); String getRepeatedPassword(); void setRepeatedPassword(String repeatedPassword); Account getAccount(); void setAccount(Account account); List getLanguages(); void setLanguages(List languages); List getCategories(); void setCategories(List categories); String getValidate(); void setValidate(String validate); void doValidate(ActionMapping mapping, HttpServletRequest request, List errors); void reset(ActionMapping mapping, HttpServletRequest request)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/NewOrderAction.java,NewOrderAction,[],"[ActionForward doExecute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/SignonAction.java,SignonAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/NewAccountAction.java,NewAccountAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/struts/SecureBaseAction.java,SecureBaseAction,[],"[ActionForward execute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response); ActionForward doExecute(ActionMapping mapping, ActionForm form, HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/AccountFormController.java,AccountFormController,[String[] LANGUAGES; PetStoreFacade petStore],"[void setPetStore(PetStoreFacade petStore); Object formBackingObject(HttpServletRequest request); void onBindAndValidate(HttpServletRequest request, Object command, BindException errors); Map referenceData(HttpServletRequest request); ModelAndView onSubmit(HttpServletRequest request, HttpServletResponse response, Object command, BindException errors)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/UpdateCartQuantitiesController.java,UpdateCartQuantitiesController,[],"[ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/SearchProductsController.java,SearchProductsController,[PetStoreFacade petStore],"[void setPetStore(PetStoreFacade petStore); ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/UserSession.java,UserSession,[Account account; PagedListHolder myList],[Account getAccount(); void setMyList(PagedListHolder myList); PagedListHolder getMyList()]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/AccountForm.java,AccountForm,[Account account; boolean newAccount; String repeatedPassword],[Account getAccount(); boolean isNewAccount(); void setRepeatedPassword(String repeatedPassword); String getRepeatedPassword()]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/SignonInterceptor.java,SignonInterceptor,[],"[boolean preHandle(HttpServletRequest request, HttpServletResponse response, Object handler)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/RemoveItemFromCartController.java,RemoveItemFromCartController,[],"[ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/AddItemToCartController.java,AddItemToCartController,[PetStoreFacade petStore],"[void setPetStore(PetStoreFacade petStore); ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/SignoffController.java,SignoffController,[],"[ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/ViewProductController.java,ViewProductController,[PetStoreFacade petStore],"[void setPetStore(PetStoreFacade petStore); ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/SignonController.java,SignonController,[PetStoreFacade petStore],"[void setPetStore(PetStoreFacade petStore); ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/OrderFormController.java,OrderFormController,[PetStoreFacade petStore],"[void setPetStore(PetStoreFacade petStore); Object formBackingObject(HttpServletRequest request); void onBindAndValidate(HttpServletRequest request, Object command, BindException errors, int page); Map referenceData(HttpServletRequest request, int page); int getTargetPage(HttpServletRequest request, Object command, Errors errors, int currentPage); void validatePage(Object command, Errors errors, int page); ModelAndView processFinish(HttpServletRequest request, HttpServletResponse response, Object command, BindException errors)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/ViewItemController.java,ViewItemController,[PetStoreFacade petStore],"[void setPetStore(PetStoreFacade petStore); ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/ViewOrderController.java,ViewOrderController,[PetStoreFacade petStore],"[void setPetStore(PetStoreFacade petStore); ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/ViewCartController.java,ViewCartController,[String successView],"[void setSuccessView(String successView); ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/OrderForm.java,OrderForm,[Order order; boolean shippingAddressRequired; boolean confirmed],[Order getOrder(); void setShippingAddressRequired(boolean shippingAddressRequired); boolean isShippingAddressRequired(); void setConfirmed(boolean confirmed); boolean isConfirmed()]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/ViewCategoryController.java,ViewCategoryController,[PetStoreFacade petStore],"[void setPetStore(PetStoreFacade petStore); ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/web/spring/ListOrdersController.java,ListOrdersController,[PetStoreFacade petStore],"[void setPetStore(PetStoreFacade petStore); ModelAndView handleRequest(HttpServletRequest request, HttpServletResponse response)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/service/JaxRpcOrderService.java,JaxRpcOrderService,[OrderService orderService],[void onInit(); Order getOrder(int orderId)]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/service/client/OrderServiceClient.java,OrderServiceClient,[String CLIENT_CONTEXT_CONFIG_LOCATION; ListableBeanFactory beanFactory],"[void invokeOrderServices(int orderId, int nrOfCalls); void printOrder(Order order); void main(String[] args)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/CartItem.java,CartItem,[Item item; int quantity; boolean inStock],[boolean isInStock(); void setInStock(boolean inStock); Item getItem(); void setItem(Item item); int getQuantity(); void setQuantity(int quantity); double getTotalPrice(); void incrementQuantity()]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Product.java,Product,[String productId; String categoryId; String name; String description],[String getProductId(); void setProductId(String productId); String getCategoryId(); void setCategoryId(String categoryId); String getName(); void setName(String name); String getDescription(); void setDescription(String description); String toString()]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Account.java,Account,[String username; String password; String email; String firstName; String lastName; String status; String address1; String address2; String city; String state; String zip; String country; String phone; String favouriteCategoryId; String languagePreference; boolean listOption; boolean bannerOption; String bannerName],[String getUsername(); void setUsername(String username); String getPassword(); void setPassword(String password); String getEmail(); void setEmail(String email); String getFirstName(); void setFirstName(String firstName); String getLastName(); void setLastName(String lastName); String getStatus(); void setStatus(String status); String getAddress1(); void setAddress1(String address1); String getAddress2(); void setAddress2(String address2); String getCity(); void setCity(String city); String getState(); void setState(String state); String getZip(); void setZip(String zip); String getCountry(); void setCountry(String country); String getPhone(); void setPhone(String phone); String getFavouriteCategoryId(); void setFavouriteCategoryId(String favouriteCategoryId); String getLanguagePreference(); void setLanguagePreference(String languagePreference); boolean isListOption(); void setListOption(boolean listOption); int getListOptionAsInt(); boolean isBannerOption(); void setBannerOption(boolean bannerOption); int getBannerOptionAsInt(); String getBannerName(); void setBannerName(String bannerName)]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Category.java,Category,[String categoryId; String name; String description],[String getCategoryId(); void setCategoryId(String categoryId); String getName(); void setName(String name); String getDescription(); void setDescription(String description); String toString()]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Cart.java,Cart,[Map itemMap; PagedListHolder itemList],"[Iterator getAllCartItems(); PagedListHolder getCartItemList(); int getNumberOfItems(); boolean containsItemId(String itemId); void addItem(Item item, boolean isInStock); Item removeItemById(String itemId); void incrementQuantityByItemId(String itemId); void setQuantityByItemId(String itemId, int quantity); double getSubTotal()]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/LineItem.java,LineItem,[int orderId; int lineNumber; int quantity; String itemId; double unitPrice; Item item],[int getOrderId(); void setOrderId(int orderId); int getLineNumber(); void setLineNumber(int lineNumber); String getItemId(); void setItemId(String itemId); double getUnitPrice(); void setUnitPrice(double unitprice); Item getItem(); void setItem(Item item); int getQuantity(); void setQuantity(int quantity); double getTotalPrice()]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Order.java,Order,[int orderId; String username; Date orderDate; String shipAddress1; String shipAddress2; String shipCity; String shipState; String shipZip; String shipCountry; String billAddress1; String billAddress2; String billCity; String billState; String billZip; String billCountry; String courier; double totalPrice; String billToFirstName; String billToLastName; String shipToFirstName; String shipToLastName; String creditCard; String expiryDate; String cardType; String locale; String status; List lineItems],"[int getOrderId(); void setOrderId(int orderId); String getUsername(); void setUsername(String username); Date getOrderDate(); void setOrderDate(Date orderDate); String getShipAddress1(); void setShipAddress1(String shipAddress1); String getShipAddress2(); void setShipAddress2(String shipAddress2); String getShipCity(); void setShipCity(String shipCity); String getShipState(); void setShipState(String shipState); String getShipZip(); void setShipZip(String shipZip); String getShipCountry(); void setShipCountry(String shipCountry); String getBillAddress1(); void setBillAddress1(String billAddress1); String getBillAddress2(); void setBillAddress2(String billAddress2); String getBillCity(); void setBillCity(String billCity); String getBillState(); void setBillState(String billState); String getBillZip(); void setBillZip(String billZip); String getBillCountry(); void setBillCountry(String billCountry); String getCourier(); void setCourier(String courier); double getTotalPrice(); void setTotalPrice(double totalPrice); String getBillToFirstName(); void setBillToFirstName(String billToFirstName); String getBillToLastName(); void setBillToLastName(String billToLastName); String getShipToFirstName(); void setShipToFirstName(String shipFoFirstName); String getShipToLastName(); void setShipToLastName(String shipToLastName); String getCreditCard(); void setCreditCard(String creditCard); String getExpiryDate(); void setExpiryDate(String expiryDate); String getCardType(); void setCardType(String cardType); String getLocale(); void setLocale(String locale); String getStatus(); void setStatus(String status); void setLineItems(List lineItems); List getLineItems(); void initOrder(Account account, Cart cart); void addLineItem(CartItem cartItem); void addLineItem(LineItem lineItem)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/Item.java,Item,[String itemId; String productId; double listPrice; double unitCost; int supplierId; String status; String attribute1; String attribute2; String attribute3; String attribute4; String attribute5; Product product; int quantity],[String getItemId(); void setItemId(String itemId); int getQuantity(); void setQuantity(int quantity); Product getProduct(); void setProduct(Product product); String getProductId(); void setProductId(String productId); int getSupplierId(); void setSupplierId(int supplierId); double getListPrice(); void setListPrice(double listPrice); double getUnitCost(); void setUnitCost(double unitCost); String getStatus(); void setStatus(String status); String getAttribute1(); void setAttribute1(String attribute1); String getAttribute2(); void setAttribute2(String attribute2); String getAttribute3(); void setAttribute3(String attribute3); String getAttribute4(); void setAttribute4(String attribute4); String getAttribute5(); void setAttribute5(String attribute5); String toString()]
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/PetStoreImpl.java,PetStoreImpl,[AccountDao accountDao; CategoryDao categoryDao; ProductDao productDao; ItemDao itemDao; OrderDao orderDao],"[void setAccountDao(AccountDao accountDao); void setCategoryDao(CategoryDao categoryDao); void setProductDao(ProductDao productDao); void setItemDao(ItemDao itemDao); void setOrderDao(OrderDao orderDao); Account getAccount(String username); Account getAccount(String username, String password); void insertAccount(Account account); void updateAccount(Account account); List getUsernameList(); List getCategoryList(); Category getCategory(String categoryId); List getProductListByCategory(String categoryId); List searchProductList(String keywords); Product getProduct(String productId); List getItemListByProduct(String productId); Item getItem(String itemId); boolean isItemInStock(String itemId); void insertOrder(Order order); Order getOrder(int orderId); List getOrdersByUsername(String username)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/SendOrderConfirmationEmailAdvice.java,SendOrderConfirmationEmailAdvice,[String DEFAULT_MAIL_FROM; String DEFAULT_SUBJECT; Log logger; MailSender mailSender; String mailFrom; String subject],"[void setMailSender(MailSender mailSender); void setMailFrom(String mailFrom); void setSubject(String subject); void afterPropertiesSet(); void afterReturning(Object returnValue, Method m, Object[] args, Object target)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/OrderValidator.java,OrderValidator,[],"[boolean supports(Class clazz); void validate(Object obj, Errors errors); void validateCreditCard(Order order, Errors errors); void validateBillingAddress(Order order, Errors errors); void validateShippingAddress(Order order, Errors errors)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/AccountValidator.java,AccountValidator,[],"[boolean supports(Class clazz); void validate(Object obj, Errors errors)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/PetStoreFacade.java,PetStoreFacade,[],"[Account getAccount(String username); Account getAccount(String username, String password); void insertAccount(Account account); void updateAccount(Account account); List getUsernameList(); List getCategoryList(); Category getCategory(String categoryId); List getProductListByCategory(String categoryId); List searchProductList(String keywords); Product getProduct(String productId); List getItemListByProduct(String productId); Item getItem(String itemId); boolean isItemInStock(String itemId); void insertOrder(Order order); Order getOrder(int orderId); List getOrdersByUsername(String username)]"
../monoliths/jPetStore/src/main/java/org/springframework/samples/jpetstore/domain/logic/OrderService.java,OrderService,[],[Order getOrder(int orderId)]
